-2.19779E-06,-2.06261E-06,-1.82579E-06,-8.40526E-07,-6.25414E-07,
-2.19779E-06,-2.06261E-06,-1.82579E-06,-8.40526E-07,-6.25414E-07,
-2.19779E-06,-2.06261E-06,-1.82579E-06,-8.40526E-07,-6.25414E-07,
-2.19779E-06,-2.06261E-06,-1.82579E-06,-8.40526E-07,-6.25414E-07,
-2.19779E-06,-2.06261E-06,-1.82579E-06,-8.40526E-07,-6.25414E-07,
-2.19779E-06,-2.06261E-06,-1.82579E-06,-8.40526E-07,-6.25414E-07,
-2.19779E-06,-2.06261E-06,-1.82579E-06,-8.40526E-07,-6.25414E-07,
-2.19779E-06,-2.06261E-06,-1.82579E-06,-8.40526E-07,-6.25414E-07,
-2.19779E-06,-2.06261E-06,-1.82579E-06,-8.40526E-07,-6.25414E-07,
-2.19779E-06,-2.06261E-06,-1.82579E-06,-8.40526E-07,-6.25414E-07,
-2.19778E-06,-2.06261E-06,-1.82579E-06,-8.40533E-07,-6.25412E-07,
-2.19772E-06,-2.06267E-06,-1.82588E-06,-8.40566E-07,-6.25391E-07,
-2.19762E-06,-2.06288E-06,-1.82613E-06,-8.40404E-07,-6.25356E-07,
-2.19747E-06,-2.06332E-06,-1.82651E-06,-8.40047E-07,-6.25347E-07,
-2.19730E-06,-2.06401E-06,-1.82719E-06,-8.39414E-07,-6.25388E-07,
-2.19704E-06,-2.06507E-06,-1.82838E-06,-8.38198E-07,-6.25596E-07,
-2.19673E-06,-2.06659E-06,-1.83030E-06,-8.36358E-07,-6.26198E-07,
-2.19664E-06,-2.06856E-06,-1.83305E-06,-8.33849E-07,-6.27415E-07,
-2.19694E-06,-2.07100E-06,-1.83677E-06,-8.30666E-07,-6.29334E-07,
-2.19790E-06,-2.07392E-06,-1.84157E-06,-8.26720E-07,-6.31902E-07,
-2.19982E-06,-2.07734E-06,-1.84749E-06,-8.21901E-07,-6.35199E-07,
-2.20289E-06,-2.08101E-06,-1.85442E-06,-8.16248E-07,-6.39296E-07,
-2.20700E-06,-2.08478E-06,-1.86207E-06,-8.10143E-07,-6.44234E-07,
-2.21198E-06,-2.08855E-06,-1.87047E-06,-8.03868E-07,-6.50168E-07,
-2.21761E-06,-2.09223E-06,-1.87936E-06,-7.97746E-07,-6.57345E-07,
-2.22382E-06,-2.09556E-06,-1.88827E-06,-7.92302E-07,-6.65900E-07,
-2.23059E-06,-2.09810E-06,-1.89672E-06,-7.87543E-07,-6.75725E-07,
-2.23743E-06,-2.09958E-06,-1.90417E-06,-7.83676E-07,-6.86593E-07,
-2.24400E-06,-2.09981E-06,-1.91016E-06,-7.80821E-07,-6.98600E-07,
-2.24962E-06,-2.09860E-06,-1.91438E-06,-7.79229E-07,-7.11976E-07,
-2.25349E-06,-2.09598E-06,-1.91668E-06,-7.79213E-07,-7.26642E-07,
-2.25507E-06,-2.09209E-06,-1.91701E-06,-7.80986E-07,-7.42548E-07,
-2.25425E-06,-2.08681E-06,-1.91588E-06,-7.84574E-07,-7.59356E-07,
-2.25093E-06,-2.07986E-06,-1.91357E-06,-7.89572E-07,-7.76737E-07,
-2.24512E-06,-2.07096E-06,-1.91050E-06,-7.95344E-07,-7.94231E-07,
-2.23684E-06,-2.05999E-06,-1.90718E-06,-8.01680E-07,-8.11281E-07,
-2.22596E-06,-2.04708E-06,-1.90422E-06,-8.08657E-07,-8.27544E-07,
-2.21261E-06,-2.03246E-06,-1.90250E-06,-8.16038E-07,-8.42816E-07,
-2.19685E-06,-2.01618E-06,-1.90290E-06,-8.23644E-07,-8.56914E-07,
-2.17929E-06,-1.99827E-06,-1.90590E-06,-8.31211E-07,-8.69577E-07,
-2.16069E-06,-1.97855E-06,-1.91182E-06,-8.38760E-07,-8.80659E-07,
-2.14200E-06,-1.95714E-06,-1.92089E-06,-8.45895E-07,-8.89921E-07,
-2.12404E-06,-1.93448E-06,-1.93284E-06,-8.52302E-07,-8.97495E-07,
-2.10791E-06,-1.91126E-06,-1.94731E-06,-8.57784E-07,-9.03477E-07,
-2.09453E-06,-1.88802E-06,-1.96394E-06,-8.62494E-07,-9.07869E-07,
-2.08465E-06,-1.86536E-06,-1.98245E-06,-8.66152E-07,-9.10969E-07,
-2.07895E-06,-1.84386E-06,-2.00246E-06,-8.68121E-07,-9.12967E-07,
-2.07790E-06,-1.82394E-06,-2.02359E-06,-8.68019E-07,-9.14311E-07,
-2.08193E-06,-1.80609E-06,-2.04539E-06,-8.65663E-07,-9.14888E-07,
-2.09113E-06,-1.79101E-06,-2.06735E-06,-8.61007E-07,-9.14610E-07,
-2.10541E-06,-1.77927E-06,-2.08913E-06,-8.53544E-07,-9.13413E-07,
-2.12427E-06,-1.77078E-06,-2.11041E-06,-8.42861E-07,-9.11297E-07,
-2.14685E-06,-1.76526E-06,-2.13087E-06,-8.28588E-07,-9.08545E-07,
-2.17208E-06,-1.76245E-06,-2.15030E-06,-8.11078E-07,-9.04974E-07,
-2.19851E-06,-1.76243E-06,-2.16871E-06,-7.90661E-07,-9.00706E-07,
-2.22480E-06,-1.76534E-06,-2.18628E-06,-7.67552E-07,-8.95896E-07,
-2.24999E-06,-1.77092E-06,-2.20306E-06,-7.42347E-07,-8.90871E-07,
-2.27343E-06,-1.77874E-06,-2.21867E-06,-7.15560E-07,-8.85548E-07,
-2.29476E-06,-1.78828E-06,-2.23252E-06,-6.87445E-07,-8.79826E-07,
-2.31366E-06,-1.79884E-06,-2.24452E-06,-6.58029E-07,-8.73644E-07,
